Scenario_1,Scenario_2,Scenario_3,Scenario_4,Scenario_5,Scenario_6,Scenario_7,Scenario_8,Scenario_9,Scenario_10,Scenario_11,Scenario_12,Scenario_13,Scenario_14,Scenario_15,Scenario_16,Scenario_17,Scenario_18,Scenario_19,Scenario_20,Scenario_21,Scenario_22,Scenario_23,Scenario_24,Scenario_25,Scenario_26,Scenario_27,Scenario_28,Scenario_29,Scenario_30,Scenario_31,Scenario_32,Scenario_33,Scenario_34,Scenario_35,Scenario_36,Scenario_37,Scenario_38,Scenario_39,Scenario_40,Scenario_41,Scenario_42,Scenario_43,Scenario_44,Scenario_45,Scenario_46,Scenario_47,Scenario_48,Scenario_49,Scenario_50,Scenario_51,Scenario_52,Scenario_53,Scenario_54,Scenario_55,Scenario_56,Scenario_57,Scenario_58,Scenario_59,Scenario_60,Scenario_61,Scenario_62,Scenario_63,Scenario_64,Scenario_65,Scenario_66,Scenario_67,Scenario_68,Scenario_69,Scenario_70,Scenario_71,Scenario_72,Scenario_73,Scenario_74,Scenario_75,Scenario_76,Scenario_77,Scenario_78,Scenario_79,Scenario_80,Scenario_81,Scenario_82,Scenario_83,Scenario_84,Scenario_85,Scenario_86,Scenario_87,Scenario_88,Scenario_89,Scenario_90,Scenario_91,Scenario_92,Scenario_93,Scenario_94,Scenario_95,Scenario_96,Scenario_97,Scenario_98,Scenario_99,Scenario_100
-0.3225499,0.10555759,-0.4092282,-0.40811375,0.10435358,-0.15697536,0.114875585,-0.40330037,-0.09929848,-0.26522908,-0.12731154,0.1882394,0.3128708,-0.13826813,0.27844128,0.4860783,-0.45026684,-0.28286514,0.643826,-0.1308934,0.044579554,0.2429862,-0.7687707,-0.4042085,-0.29529732,-0.12184087,-0.29574054,-0.2534506,0.697008,-0.047122415,-0.5652855,0.22073281,-0.36742607,-0.31798577,-0.10906583,-0.048672654,0.17316063,-0.14062491,0.2110256,0.2012172,0.096332975,0.09845963,-0.31178582,0.3656561,-0.42811263,0.1698697,-0.5369789,-0.18545271,0.5427692,0.82227457,-0.2903136,0.2241773,0.017452125,-0.42212453,-0.589844,-0.452275,-0.24696769,-0.18828201,-0.5710826,-0.5896331,0.19944525,0.2513746,-0.31089517,-0.64412844,0.43832338,-0.11849898,0.11968268,-0.37793133,0.29498246,0.09868781,0.6004036,-0.00031884736,-0.29306346,-0.08192487,0.16550346,-0.1482326,0.3562614,-0.7753335,0.1521626,-0.30669677,-0.07497154,0.17127472,-0.2427272,-0.32718042,0.04853981,0.5623465,0.16811532,0.20037578,-0.0026724192,-0.10234204,0.33062342,-0.12266146,-0.52646357,-0.056585237,-0.5123179,-0.25603124,-0.19999501,0.26018834,-0.08728321,0.0034693028
0.31748146,0.026722193,0.5774254,0.7320399,0.15203276,0.6548348,0.6621868,0.9619638,0.24197455,0.3322025,0.33135793,0.59312445,0.6369162,1.0035347,0.6087666,0.5314366,0.73424906,1.2861804,0.49282286,0.54964125,0.73104113,1.1506274,0.21039416,0.35471058,0.46547362,0.8369924,0.64573854,0.5721152,1.1873351,0.42858148,0.58742553,0.29576758,0.57053447,0.05770522,0.7732478,1.0009272,0.30963913,0.5515254,0.81149024,0.7596344,0.6149584,0.47860077,0.95782727,0.5103544,0.06312868,0.33462816,0.5322047,-0.010941985,0.254453,-0.005277439,0.5950132,0.37660953,0.7674639,0.4293999,0.353672,0.66539603,0.8869385,-0.18678848,0.37133238,0.010789323,0.8397367,0.5076813,0.045875747,0.124300174,0.54955685,0.46072066,0.1706314,0.42778525,0.48639005,-0.081838936,0.8426094,0.3963254,0.6665208,0.24608609,0.37410444,0.1999695,0.76646435,0.42233542,0.447311,0.9231609,0.7626573,0.9859163,0.28143784,1.1169035,0.82422936,0.6842872,1.2604901,0.51734227,0.5861266,1.0000485,1.1268876,-0.24666405,0.18596344,1.3901299,0.31656772,0.2322234,0.37635845,1.0739129,0.82021797,0.39946386
-0.106354885,0.34474757,-0.112327784,0.03954977,0.30447876,0.6692812,0.1132506,0.17269006,0.05676486,-0.18023431,0.28530103,0.48717964,0.49909058,-0.76033676,0.3565529,0.8402477,0.4573986,-0.11119777,-0.06331505,0.43788943,0.2691754,0.18137656,0.22723798,-0.3267469,0.34939232,-0.010920692,-0.42070875,0.65489703,-0.9006262,-0.3922884,0.08867888,0.36218756,0.60103726,0.092859544,0.035194457,-0.107705116,0.8730778,0.5210193,-0.52141094,-0.27843806,-0.156258,0.22705963,0.30362716,0.21465406,0.62978095,0.12683325,0.38940328,0.12516774,-0.2623064,0.27902654,0.84050745,0.43171665,-0.3107507,0.45832592,-0.3959628,-0.04915089,-0.17731135,-0.26509544,-0.10621068,0.09806314,0.17669049,0.40656242,0.33906662,-0.4404639,0.2637354,0.0408408,0.259657,-0.0070053367,0.06370345,0.14043035,0.14505966,0.50456613,0.16302311,-0.015438573,0.22778708,0.35860583,0.4630884,0.092426896,0.021137135,-0.09953026,0.07287349,0.08517765,-0.54546607,-0.020021297,0.1641675,0.8081084,0.28741324,0.3242374,0.43231523,0.3721378,0.13759981,0.017505175,0.65856445,-0.3300078,0.24725118,-0.06431309,-0.063201256,0.41313535,0.44413823,0.30696243
-0.12919831,-0.23242,-0.27864292,-0.08670262,-0.42800465,-0.41095206,-0.45154494,-0.26975873,-0.30402312,-0.14084111,-0.33556014,-0.4553354,0.049802188,0.28414765,-0.055714928,0.16603167,-0.33455807,0.049358245,-0.06302023,-0.27484298,-1.1176426,-0.07287461,0.39487118,-0.5862753,0.070264384,-1.1634045,-0.0777457,0.20082252,0.17682011,0.027510824,0.32666633,-0.51970536,-0.08679303,-0.8560682,-0.33624354,-0.07104211,-0.6596103,-0.27120423,-0.003105238,-0.058449175,0.19359402,0.26670903,-0.18811062,0.027573638,0.09715112,-0.48002082,-0.078232676,0.035231866,-0.04279607,-0.6725003,-0.20486856,-0.39695337,-0.033205647,-0.5418723,-0.27941707,-0.38138703,-0.328204,-0.27625617,0.06301281,0.11275549,0.069642626,-0.33143333,-0.21307528,0.481024,0.121665165,-0.2107421,-0.0247254,-0.03491781,-0.80671346,-0.2670334,-0.5208981,-0.28128767,-0.538746,-0.21361081,-0.64452636,-0.5952459,-0.686656,-0.040334873,0.25903213,-0.65628916,-0.6915162,0.115055986,-0.06419922,-0.4633078,0.18346016,-0.062070966,0.16601813,-0.5221526,0.17868544,-0.22191647,-0.14804274,-0.08766457,-0.3745069,-0.16867815,-0.19756871,-0.12104622,-0.5156374,-0.8108479,-0.14971127,0.088440664
-0.5277074,-1.0141803,-0.80648714,-0.29768717,-0.5842525,-0.73442715,-0.6959756,-0.58209866,-0.582506,-0.7037185,-0.46911722,-0.20128429,0.041851874,-0.18827821,-0.739535,-0.5398257,-0.25638142,-0.48032877,-0.41183645,-0.21543032,-0.2439173,-0.16009015,-0.7349291,-0.3855354,-0.99603206,-0.36367482,-0.77030927,-0.6782504,0.42966527,-0.06497154,-1.076498,-0.9972944,-1.0147814,-1.2802751,-0.3621839,-0.28278288,-0.8733597,0.14466752,-0.46171257,0.37660816,-0.16792351,-0.52477497,-0.0788542,-0.07942499,-0.4658391,-0.5879764,-0.045345914,-1.1240506,0.005555125,-0.32974195,-0.15325786,0.3399251,-0.20995693,-0.115231544,-0.35465002,-0.021932224,-0.07752746,-0.36970127,-1.0844815,0.3825092,-0.22358268,-0.18972309,-0.1482312,-0.08949269,-0.2109949,-0.64420015,-1.1590912,-0.6074599,0.07992306,-0.31658605,-0.22990295,-0.56272316,-0.8184873,-0.40390936,0.116959214,-1.2916884,-0.80132693,-0.40125993,-0.65454054,-0.80689657,-0.7289676,0.27325404,-0.26975456,-0.508995,-0.04784142,0.19464822,0.31650534,-0.5248091,-0.70656914,-0.57807404,-0.59174985,-0.87661356,-0.9252786,-0.4415217,0.047052752,-0.34537342,0.07929812,-0.8667827,-0.53665733,-0.053976733
0.09227871,-0.14888342,0.2873519,-0.57142013,-0.44077173,-0.25493598,0.6992502,-0.25651604,-0.08818806,0.3285988,-0.60551083,-0.61202186,-0.38186875,-0.11289963,0.058712147,0.024789726,-0.66672474,-0.16823213,-0.4063538,-0.38543907,0.23510619,-0.16483098,0.030665332,-0.29542175,-0.5530396,-0.2515442,-0.4106427,-0.19450602,-0.6280635,-0.23949209,0.50408655,-0.36049986,-0.5979208,-0.2704826,-0.44617376,-0.5093396,0.147083,-0.41448274,0.14302789,-0.35450804,-0.27437845,0.094751865,-0.2887107,-0.32600892,0.057228584,-0.20249511,-0.09447841,0.13705826,-0.057035632,0.16682597,-0.08610535,-0.3753894,-0.09059319,-0.03721172,0.16369852,-0.12102873,-0.014524435,-0.132776,0.712472,-0.21415819,-0.12279914,-0.21020845,-0.08198375,-0.18733406,-0.3279132,-0.71386135,0.043402094,0.02183337,0.1153325,-0.5086251,-0.2482824,-0.14799678,-0.10904995,-0.620755,-0.16513854,0.25684902,0.50773615,0.18928137,-0.45720133,-0.42092085,0.25200388,-0.816875,-0.22704251,-0.16977759,0.14163712,-0.52252173,0.30585927,-0.2633801,0.45673332,0.27018258,-0.116328195,-0.563454,-0.017454881,0.09958408,-0.056246005,0.4354624,-0.35914218,0.340339,0.19617032,-0.3049472
0.32004124,-0.04789346,0.30115327,0.3395667,-0.12907022,0.0838099,0.45435143,-0.56040055,0.25652188,0.4514166,0.20636791,-0.21061154,-0.047418434,0.031001732,0.14421225,0.18909335,-0.13460715,-0.10937564,0.18718135,-0.35007244,-0.16155535,0.16874185,0.12143092,-0.27310193,0.16310711,0.01663908,-0.27034163,-0.18770619,1.1672255,0.31581274,0.20536989,0.4961502,0.13059829,-0.30576622,-0.61869854,-0.14073981,0.5841968,0.2802199,0.8725255,-0.059926536,0.57172084,0.031204551,0.13040389,0.05242473,-0.004355619,0.3050663,-0.12911928,0.07923628,0.3549026,0.5585215,-0.091652915,0.27981085,0.61880946,-0.0838477,-0.13697073,-0.13761747,-0.21275987,0.36508685,0.2110758,0.27615464,0.6992595,0.4274953,0.1303129,0.21756794,-0.17956476,-0.15583871,0.21202652,0.27929133,-0.19385736,-0.4919566,0.525081,0.30795696,-0.15943033,-0.30022225,0.09443173,0.028755326,-0.041123353,-0.15774144,0.05067233,0.004955421,0.16099809,-0.10395677,0.7130931,0.21534276,0.6419866,-0.1869294,-0.02252561,0.29745066,-0.01395794,-0.049333308,0.14145595,0.13523288,0.25596917,-0.38065365,-0.102035314,0.2011584,-0.37551218,-0.42163956,0.14776488,0.2978026
-0.6172453,-0.18501492,0.12102088,0.07058961,-0.10834965,-0.2774093,-0.33334553,-0.29015803,-0.38995007,-0.25018713,0.003988744,-0.013087709,-0.18641761,-0.6967312,-0.46526438,-0.36563212,-0.6224902,0.106684394,-0.25301075,-0.48743737,-0.28371248,0.11727284,-0.27491125,0.14347145,-0.056509513,-0.6161586,-0.04442745,-0.020755425,-0.67783344,-0.42267573,-0.15387315,-0.5689605,0.15247971,-0.45455498,-0.04766631,0.07498089,-0.070710205,0.04798493,-0.0086380225,0.2327083,-0.66601634,-0.17967331,-0.093437634,-0.21129283,-0.09908816,-0.38450393,-0.14410388,-0.41761476,-0.19214202,-0.13186373,-0.28306106,-0.36112627,-0.5710841,-0.006176135,-0.12441414,0.29959315,-0.2525299,-0.3112131,-0.11663152,-0.49906296,-0.6367602,-0.47846445,-0.91007876,-0.10195793,-0.11675997,-0.08475231,-0.08688125,0.27711183,-0.31557727,-0.40734112,-0.049801297,-0.14069292,-0.4725323,-0.4498146,-0.39620364,-0.31052017,-0.48144263,-0.16966842,0.0060406774,-0.34618172,-0.29229662,-0.31385258,-0.40838805,-0.46183214,-0.5211514,-0.49166667,-0.20059043,0.50035834,0.3777595,0.1527627,-0.27948263,-0.3470394,0.1323984,-0.1759849,-0.148241,-0.51087487,-0.5012262,-0.52429265,-0.17253274,-0.72950965
-0.074260965,0.42918003,0.40703878,0.171103,0.69959337,-0.062081896,0.079999544,0.0413624,0.07741635,0.55478,0.557727,0.005374623,0.030586366,-0.45228988,0.60031873,0.8205928,0.122757204,-0.40829265,-0.17527008,-0.16023193,-0.18151817,-0.271277,0.08912141,0.71856403,0.11042626,-0.13176349,0.17736034,0.13541925,0.12634344,0.13423797,0.24140021,0.06617073,0.101638585,-0.16295451,0.2172441,-0.21280803,-0.19109625,0.77439165,0.07219093,0.28887147,-0.13307817,-0.3821714,-0.44974324,-0.16019017,0.31339416,0.62962025,-0.0014909422,0.09180607,0.72345483,0.45569965,-0.084908016,0.35724294,0.024539536,0.036429957,0.0037834363,0.32596907,0.23976555,-0.62447685,-0.33542454,0.060171407,-0.014366802,0.17418282,-0.28429574,0.16882007,0.013154376,0.53303427,0.23564997,-0.031477153,0.055806912,0.10076234,0.4837183,0.08705645,0.21665053,-0.4187739,0.21724278,0.061520543,-0.3683125,0.07024777,0.30935797,-0.35148332,0.29476652,0.5203724,0.27701753,0.30684373,-0.18928199,0.36727622,-0.57653517,0.34555352,-0.44008932,-0.1449269,0.30701637,-0.49811172,0.2417495,-0.15371093,-0.040370326,0.08203962,0.44500065,-0.20249133,0.2550582,-0.022998046
0.025128044,0.20321336,0.5150426,0.9204699,1.1594907,0.3967534,0.31249908,0.17343163,0.22777301,-0.34029928,0.9875895,0.47618383,0.95848846,0.13353765,1.0411007,0.69790477,0.37324437,0.80960745,0.5536805,0.27297673,-0.06550461,0.10695082,0.1933747,0.2897391,0.0145975575,0.30020973,0.09166771,0.68310994,0.50117517,0.39927188,-0.13098785,0.041493338,0.20172769,0.022903495,0.5982897,0.3145102,-0.26568648,0.96453345,0.65651697,0.5195084,0.29561782,0.1600067,0.26963016,0.32924935,0.49255934,0.9353951,0.4494407,0.19992864,0.41471314,0.73800784,0.18539491,0.7364972,0.17271307,0.070303336,0.04683933,0.80314976,0.09681105,-0.042147707,0.106117144,0.5216501,0.36900303,0.5200232,0.096120715,0.18311256,0.2914764,0.4914018,-0.3227152,0.067788765,0.5272691,0.9286553,0.6395874,0.5599103,-0.21238694,-0.25927606,-0.13465652,0.13304937,-0.09230899,0.26324618,0.19813004,-0.019592185,0.12386579,0.6140135,0.20324749,-0.49918723,0.53312624,-0.06447958,0.11349462,0.035750672,0.6441842,0.5849098,-0.050757032,0.23287833,-0.22971845,-0.09381229,-0.09069907,0.1730257,-0.2022303,0.195431,-0.21296835,0.07506847
-0.016512597,-0.21961284,-0.18863606,-0.74120235,0.06349369,-0.21852884,-0.089191765,-0.40406743,-0.07424259,-0.26119745,0.4405333,0.36575937,0.121884055,0.030808382,-0.038659908,0.12388707,-0.14525709,-0.09696688,-0.6302038,-0.19398612,0.59250724,0.46338955,-0.9025886,-0.17026962,-0.39761436,0.01421296,-0.3186777,0.076060206,-0.7969672,-0.051955577,-0.40418112,0.16469157,0.02066549,-0.29692,-0.16337036,-0.04323062,-0.52234244,0.7266564,-0.567503,-0.26922476,0.26165473,-0.1399827,0.045662187,-0.08211874,0.6652777,-0.0472217,0.59269255,-0.22424732,-0.1797315,-0.8189258,-0.3019579,-0.25318903,-0.11145359,0.082110286,-0.09482949,-0.44419798,0.002186051,-0.9491226,-0.54140276,-0.5692424,0.010964509,0.2607066,-0.38940728,-0.5248783,-0.37845314,0.050977234,0.08688339,0.052233916,-0.42531583,-0.2228799,0.036616355,-0.17309879,-0.10139522,-0.46715564,0.45292053,-0.14161009,0.324094,-0.02643302,-0.39532864,0.10953,0.09274733,-0.26298708,-0.6027351,0.6952521,-0.11613045,0.3220613,-0.11824595,-0.08206367,-0.4951178,0.68269616,0.39558846,-0.53624296,-0.16710743,-0.5531835,0.63462996,-0.2519413,0.08092213,-0.16204406,-0.2953607,-0.091042474
0.19666286,0.33211422,-0.30490854,0.12666783,0.33694655,-0.0075091477,-0.20543887,0.54250294,0.20683537,0.47698593,0.32015845,0.44855246,0.7435874,0.10320235,0.86821645,0.5663667,0.13179964,0.096660264,0.09467056,0.27315673,0.54632044,0.2896974,0.044429317,0.3240862,0.47728148,0.2112779,0.50730187,0.6134727,0.41483104,0.1966586,-0.09031078,0.1288678,-0.364155,0.098073795,0.8740796,0.46991822,0.28041285,0.45605624,0.16219737,0.066602625,0.17680413,0.5192213,0.93198633,0.28881755,0.42271626,0.52331954,0.42525822,-0.10779181,0.33079934,0.09979786,-0.16040495,0.7727025,0.07421787,0.23750308,0.5594661,0.34484985,0.12336023,0.25049144,0.122616686,-0.15940754,-0.033226497,0.42011616,0.6825804,0.2546307,0.6555682,0.38628036,0.31273824,0.6494948,0.32118186,0.7016113,0.4239549,0.45053124,-0.15559481,0.107585326,1.0846379,0.6616672,0.8727776,-0.102606945,0.054457296,0.54530877,0.4187955,0.62952524,0.80540943,0.2909638,0.6884897,0.48504323,0.4066907,0.41693065,1.0262747,0.25002754,0.007018259,-0.47469926,0.080642946,0.60234654,0.818081,0.49853936,0.6080595,0.15736611,0.3973716,0.19957021
0.1471763,-0.14993218,0.053867634,-0.22659953,0.19832623,-0.4328772,-0.35702512,-0.34649953,-0.15765627,-0.16274188,-0.50721365,-0.008754985,-0.014501139,0.09735952,0.26788247,-0.19710752,-0.26374644,-0.14850184,-0.29546928,-0.068354726,-0.22506472,0.023861589,-0.46215698,-0.31025806,0.10424851,0.049020957,-0.07212469,-0.41023114,-0.026659075,0.1566583,-0.082681745,0.12124525,0.4205926,-0.38549507,-0.20994209,-0.4021839,-0.30726215,0.029180575,0.17116782,-0.010257385,0.092497215,0.22324012,-0.24996047,-0.10102533,0.15980828,-0.16819492,-0.7241103,-0.28543872,-0.11318907,-0.17242017,-0.39177346,-0.115632996,-0.14038725,-0.12722757,0.26903847,0.11729075,-0.41894197,-0.3509946,-0.010160597,0.27906835,-0.14790596,-0.53340614,-0.29390147,0.04017332,0.26531318,-0.13052274,0.095785424,-0.065916896,-0.51145947,0.1333067,-0.22106518,-0.37949374,-0.31660706,-0.21790504,-0.030463021,0.3378619,-0.24439979,-0.022090776,-0.23385227,-0.6297284,-0.38468805,-0.36166602,-0.022690892,-1.0332845,-0.22400863,-0.53322285,-0.59867525,-0.7529461,-0.24447747,-0.069209546,-0.39004138,0.008400434,-0.09009455,-0.25366408,-0.20092447,-0.25404072,-0.33574423,-0.2387677,-0.21003868,-0.67957646
-0.34942076,0.08809904,0.29647648,0.3549502,0.12926868,-0.067826435,0.16116151,-0.12499317,-0.09994345,-0.2633115,-0.6677691,0.28553745,-0.6297759,-0.25112754,-0.40931007,-0.016500514,0.36674905,0.08158183,-0.10406825,-0.43324095,-0.032082565,-0.13104478,0.09824231,-0.27570316,0.10867444,-0.42154747,0.5154465,0.43714738,-0.34247407,-0.022310637,0.06619337,0.30743617,0.061102442,-0.54931885,0.039814577,-0.46941897,0.39375424,0.8909796,0.27933007,-0.4173602,-0.33849427,0.20023058,0.24591328,-0.654746,-0.3252298,0.16227728,-0.06445115,-0.22762112,-0.2616274,0.22235401,-0.025720207,-0.36424235,-0.5047035,-0.14001068,0.09700382,-0.11136823,-0.48988104,-0.23292881,-0.21542567,-0.35611808,-0.4711073,-0.622006,-0.023160499,-0.36057293,-0.33531532,-0.30223355,-0.09094579,-0.28344902,-0.812378,0.25642282,-0.6739412,0.16970043,0.39352992,-0.17547217,-0.4935109,0.029517898,0.059319567,-0.13510689,0.18857208,-0.1962863,-0.42899,0.18031764,-0.1493346,-0.57357514,-0.5412149,-0.8405935,-0.2929245,0.013725957,0.2531257,0.56618565,-0.23990954,0.08236126,-0.0072549656,0.22417268,-0.22265103,-0.54249394,-0.5130574,-0.19716568,-0.89497226,-0.42276955
0.87867737,0.3524456,0.24037969,0.7352472,0.532573,0.7889858,-0.21711004,0.5000431,-0.20085087,0.47781572,0.5166885,0.5073199,0.2715922,0.57399017,0.20074409,0.43893892,0.5340318,0.5752527,-0.27149093,0.5040737,0.19527322,0.7299028,0.21856253,0.28478232,0.2657116,0.35845387,0.2633355,0.41167715,0.5409764,0.3181972,0.047699347,0.36685413,0.8858644,0.29096553,0.3736675,0.105767556,-0.018958228,0.22534482,0.1365276,0.56536496,0.8213204,0.83812153,0.52154696,0.30208614,0.7926455,0.072464146,0.5731662,0.42079434,0.85565865,-0.12868859,0.14530468,0.7284625,0.12018729,0.55119014,0.409921,0.44769487,0.29001436,0.3915361,0.16667528,0.5769851,0.31769451,1.1525538,0.5414118,-0.118296735,0.31945005,0.5581464,0.7839942,0.1501635,0.36763632,0.4000149,0.14153625,0.576714,0.30462927,0.29223046,0.44781777,-0.18812451,0.4892475,0.54626507,-0.12824008,0.35272518,0.07271641,0.10014744,0.47651452,0.21063708,0.18532164,0.5477076,0.7259844,0.2949657,-0.2186839,0.8002076,0.4264716,0.51987904,0.24524237,0.3863639,0.78050727,0.26585075,0.26872215,0.40918267,0.2564693,0.3229656
0.04556996,-0.40801218,-0.5610684,-0.13524061,-0.34871867,-0.5178049,-0.5825948,-0.656596,-0.43908316,-0.26917014,0.12089413,-0.39102328,-0.021314718,-0.34982985,-0.3207799,-0.7487852,-0.6917926,-0.511291,0.16929224,-0.40721563,-0.059290834,-0.05092005,-0.6492996,-0.38145602,-0.08007992,-0.7079466,-0.7071777,-0.16437647,-0.31975284,-0.5758349,-0.3323953,-0.72912806,-0.86391324,-0.13976267,-0.9340363,-0.6525727,-0.3597719,-1.0542685,-1.030575,0.16221324,-0.3946223,0.058921322,-0.44521594,-0.44805548,-0.4450436,-0.62586224,-0.58839303,-0.026916295,-0.26084644,-1.1185479,0.06692017,-0.26796496,-0.08934797,-0.37609938,-0.5321808,-0.82625616,0.08891157,-0.3152782,-0.75679505,-0.57468295,-0.26825723,0.45127663,-0.57615775,-0.14867193,-0.30485502,-0.51856226,-0.47017062,-0.60475963,-0.10002426,-1.0905881,-0.25972646,0.2443339,-0.17416513,-0.12698433,-0.3107279,-0.33585846,-0.46054596,-0.39024314,-0.12433238,-0.29940817,-0.6100386,0.04734375,-0.6180922,-0.56393754,0.37094712,-0.23720753,-0.04156841,-0.31119877,-0.6801051,-0.65790987,-0.17513621,-0.10583727,-0.5407798,-0.53570175,-0.23161158,0.2418341,-0.50420785,0.2892252,-0.57336,-0.686664
0.52283406,-0.25846815,-0.11952606,0.083070114,-0.15446295,-0.04449687,0.25071555,-0.18117239,-0.32400036,0.19181319,0.13256766,-0.027656587,0.2611395,0.23820513,-0.034331895,-0.26965514,-0.36361256,0.55907243,-0.009575173,0.13384977,-0.3711863,0.047560364,0.343421,-0.3399874,-0.09235351,0.19292971,-0.7026587,-0.8662101,-0.5554012,0.36195162,0.48953822,-0.10332967,-0.5304529,-0.047779676,0.118438825,-0.22869164,-0.21870662,-0.4167216,0.4551076,0.4983321,0.294891,0.053657874,0.027040984,0.35234278,0.46572304,-0.756982,0.5075822,0.089435704,0.04655321,0.6143845,0.15450408,0.17925796,0.39164972,-0.11537449,0.013345623,-0.36986792,-0.25752464,0.83909,0.4935613,0.05645127,0.4431652,0.57714057,0.72744095,0.42563042,-0.058318205,-0.18587817,-0.3440778,-0.17782569,0.5929777,0.43181214,-0.23008987,0.09973603,-0.014856197,0.36358938,-0.017635573,0.16009088,-0.4462359,0.22084221,-0.13816091,-0.22448213,0.12652448,-0.24932218,0.6226126,-0.06168661,0.6774488,-0.8062616,-0.6207339,-0.12067926,-0.47514597,-0.112601705,-0.35449368,0.36487803,-0.42261037,-0.3366072,0.420395,0.11059613,0.58942133,-0.15985563,-0.015626049,0.29675022
-0.29601923,0.05670194,-0.22568546,-0.5273221,0.11349729,0.23326369,0.10885281,-0.34003308,-0.3183721,-0.30047306,-0.10724045,-0.11504297,-0.06634822,0.21936737,-0.31524986,-0.20056783,-0.65857273,0.083221294,-0.025452737,0.12863036,0.5824287,0.105975814,0.36569268,-0.52494204,-0.110888764,0.31820655,0.035795648,-0.016734013,-0.16966832,-0.17668906,-0.24871704,-0.11697692,-0.9645286,-0.3522819,-0.037986927,-0.42697802,-0.07302554,-0.3358458,0.06019056,0.08637405,-0.2333124,0.5162063,-0.03663626,-0.42453155,0.26374644,-0.29071328,0.14791293,0.22250131,-0.33925074,-0.9076938,0.39774007,0.100899495,-0.25435185,0.044633865,-0.13157798,-0.23847839,-0.15973482,0.38876808,0.2971405,-0.5727904,0.477601,0.32554144,0.084394,-0.47142154,0.31605572,0.072769836,-0.42968425,0.41551155,0.622356,-0.09232483,0.12815669,0.08333576,-0.29308003,0.06700579,0.601553,0.10718184,-0.2295319,0.14111972,-0.3757989,0.057262175,0.46591637,-0.016181484,0.42703062,0.64599377,-0.20249283,0.050811555,0.8799179,-0.24188836,0.6932134,0.45515352,0.23761018,0.2373211,-0.09820477,-0.11197707,0.07938674,-0.08944001,0.21116303,-0.1319622,-0.893312,0.4520911
0.056712344,-0.16953723,-0.07933087,0.047516555,-0.005756043,0.0057948437,-0.43340665,-0.6969322,-0.16015075,-0.38464743,-0.25182548,-0.050422326,-0.30391213,-0.07079322,0.44576678,-0.297247,0.16308194,-0.17526874,-0.1870683,0.013092585,-0.21668218,-0.5024124,-0.4314675,-0.30735153,-0.4562564,0.03561434,-0.634222,-0.65226567,-0.33390486,-0.04595951,-0.5390042,-0.11676393,-0.63905907,0.27478018,-0.5631023,-0.03130234,-0.7449088,-0.29340544,-0.45147434,-0.16086143,0.6612527,-0.39519355,-0.40102696,-0.116619244,-0.32179618,-0.14516324,-0.17259248,-0.16014156,-0.1432431,-0.1264121,-0.18433473,0.09337805,-0.43054172,-0.10513641,-0.15571365,0.1222027,-0.22654922,-0.38675362,-0.4743576,-0.16845547,-0.47892305,-0.7063474,-0.16061826,-0.36437175,-0.046117745,-0.16526124,-0.5702608,-0.42624962,-0.4861169,0.16617186,-0.16383678,-0.10809499,-0.13756268,0.027558682,0.1994065,-0.44503993,-0.388034,-0.19580998,-0.57603997,-0.00068064826,-0.5605562,-0.18105762,-0.25081947,-0.06986439,-0.71966934,-0.061196916,-0.6506707,-0.541357,-0.16081668,-0.2427598,-0.30017585,-0.19473459,0.010435988,-0.88794553,-0.13577804,-0.3270541,-0.20954165,-0.24045129,-0.47345662,0.15178993
-0.6476839,-0.17654876,0.2953518,0.20934413,0.41720292,-0.1543776,-0.12067335,-0.023100788,0.10589281,-0.19311872,0.17590187,0.19809029,0.5486881,-0.3270672,0.060041413,0.6425654,0.53017944,0.4762408,-0.07607963,0.4105639,-0.0650806,0.15720601,0.059594683,0.22558662,0.479728,0.18171494,-0.23508582,0.08132627,-0.80162436,-0.33618838,0.32328805,-0.48245865,0.49940738,-0.38740516,1.3760993,0.087607265,0.26545158,0.29228666,-0.61464864,0.48836687,-0.46533775,0.58942664,0.38184017,-0.013805434,0.002515865,0.29725775,0.44659585,-0.16837223,0.1233917,0.27928886,-0.3031259,0.21728441,0.11979415,0.17231488,-0.13231905,-0.2081747,0.06348249,-0.1777262,0.041957315,0.10790578,-0.101456635,-0.23882884,0.06318869,-0.03255186,0.5776041,0.19536383,-0.47477216,-0.06784999,0.41037765,0.4360515,0.043294244,-0.2410828,0.46498197,0.17748453,-0.16417019,-0.01874506,-0.21327719,-0.1862192,0.45516562,-0.5867118,0.041504458,0.46641102,-0.17146589,0.19209403,-0.18092524,0.30157757,-0.2225254,0.2973315,0.1465986,0.6236279,-0.08747445,0.07066361,0.5024344,0.079064384,0.0842858,-0.043353505,-0.07429627,-0.045504615,0.17110549,-0.23531978
